ds,yhat,yhat_lower,yhat_upper,is_forecast
2024-11-18,5258482923.564603,5175118751.968517,5344599013.719238,False
2024-11-19,5262536744.019098,5178548657.251085,5350859986.065832,False
2024-11-21,5282319354.211684,5193439555.307417,5364576302.774541,False
2024-11-22,5283880241.534523,5199986837.91811,5364299792.188279,False
2024-11-25,5305773219.329723,5221522486.438515,5387450969.617241,False
2024-11-26,5311326987.151804,5230394258.85732,5399524139.6776495,False
2024-11-27,5324541534.352141,5240852985.597127,5413026131.689822,False
2024-11-28,5332428037.195472,5246188062.523249,5414850853.566164,False
2024-11-29,5333797954.115671,5246550454.28801,5420274650.8511095,False
2024-12-02,5351873519.891893,5270366674.235254,5434605198.530874,False
2024-12-03,5355169691.353375,5266571240.971908,5441230544.316,False
2024-12-04,5365701104.901281,5283163004.8983755,5452862012.869189,False
2024-12-05,5370527937.985177,5288585558.857708,5455386213.7517,False
2024-12-06,5368514636.676209,5287394611.294694,5453519085.810734,False
2024-12-09,5375059448.862024,5292469164.1927,5467207846.558893,False
2024-12-10,5374238887.288728,5289725490.8780155,5456240641.347875,False
2024-12-11,5380606368.805582,5300900379.729982,5466715854.679054,False
2024-12-12,5381270790.129835,5291739921.144342,5464009995.909508,False
2024-12-13,5375140751.59809,5287935119.394547,5458735463.621094,False
2024-12-16,5369969478.215988,5280327001.728158,5453663722.648959,False
2024-12-17,5365545353.3015375,5278825579.216114,5451890472.26284,False
2024-12-18,5368490307.019895,5283180604.0764065,5453926754.283919,False
2024-12-19,5365922655.878761,5287814156.316217,5449693150.296614,False
2024-12-20,5356755232.293754,5268678959.733401,5443733723.62028,False
2024-12-23,5343618251.4264555,5258561671.375953,5430777370.950454,False
2024-12-24,5336898012.902757,5253564415.846936,5417167627.1722145,False
2024-12-26,5333161748.082007,5247439551.113726,5415983321.489871,False
2024-12-27,5322155577.611925,5233851005.330535,5411485035.452418,False
2024-12-30,5304271865.479399,5217305963.028598,5387968385.476458,False
2024-12-31,5296209919.52775,5210855515.603505,5387054848.467705,False
2025-01-01,5295799438.704289,5215618672.886518,5380225179.523204,False
2025-01-02,5290151669.599753,5204564384.610008,5372069031.891986,False
2025-01-03,5278175706.985473,5192730242.171698,5365290921.778264,False
2025-01-06,5258262658.512133,5172318352.979132,5347794101.434303,False
2025-01-07,5249859416.812472,5165928747.576062,5334175233.864219,False
2025-01-08,5249297517.776111,5160282119.678297,5331753306.520398,False
2025-01-09,5243700673.29851,5149482136.235152,5329013613.675675,False
2025-01-10,5231988569.392041,5145445943.352648,5315451641.478376,False
2025-01-13,5214203676.94588,5130356759.486852,5296123762.520369,False
2025-01-14,5206953621.922313,5119339280.739114,5289531313.467103,False
2025-01-15,5207752852.559412,5122366804.82015,5291493430.110014,False
2025-01-16,5208544988.01212,5122947397.513199,5290900893.272881,False
2025-01-17,5203388904.33796,5118206483.584817,5290272669.292003,False
2025-01-20,5205944340.320592,5121711096.419001,5289335400.381703,False
2025-01-21,5205559552.154414,5114515899.321189,5289223724.528408,False
2025-01-22,5213184832.936018,5132295843.61779,5301389499.83955,False
2025-01-23,5215871966.973121,5129051424.941662,5298227053.982304,False
2025-01-24,5212460223.036378,5123638108.948722,5307476730.899723,False
2025-01-27,5218772126.414162,5133134540.162962,5300974237.132214,False
2025-01-28,5218964938.661046,5135349062.775283,5302522401.74056,False
2025-01-29,5226748752.696157,5149429670.774502,5304915088.319849,False
2025-01-30,5229134940.481839,5144635852.863731,5308656456.800098,False
2025-01-31,5224930004.101605,5144214551.863418,5309412303.719487,False
2025-02-01,5204673109.965884,5117553400.790803,5285964408.313012,False
2025-02-03,5225719039.750107,5141904231.156198,5313153624.874787,False
2025-02-04,5223011707.926135,5139885473.026779,5305924561.591797,False
2025-02-05,5227387856.450064,5138947982.487404,5309142049.158327,False
2025-02-06,5226689570.151809,5138073957.915945,5310424260.095136,False
2025-02-07,5218964361.428823,5130450796.076224,5299931808.377051,False
2025-02-10,5207145094.394432,5129229037.992711,5291299542.75632,False
2025-02-11,5199785624.292097,5113717628.098015,5287046334.449853,False
2025-02-12,5199418907.469562,5111776242.7540045,5280487306.699057,False
2025-02-13,5193174101.949785,5110642014.029028,5282366660.739639,False
2025-02-14,5179988844.233203,5095067102.095446,5268060610.582909,False
2025-02-17,5153198298.04591,5064379011.380814,5244692949.5144415,False
2025-02-18,5141598711.270565,5055013468.9704685,5228561759.002094,False
2025-02-19,5137492808.615863,5054376037.988439,5215215958.125295,False
2025-02-20,5128072850.123578,5044105655.118157,5207484361.522278,False
2025-02-21,5112329236.846091,5022075368.240059,5198499759.434458,False
2025-02-24,5081913687.282542,4996669253.502144,5166736310.222436,False
2025-02-25,5070507592.991695,4983335020.05784,5161683764.105214,False
2025-02-27,5059424299.908651,4972692661.500171,5138470371.629512,False
2025-02-28,5045868326.200881,4961505869.4399185,5131402244.979049,False
2025-03-03,5025269913.294537,4941152430.356511,5106631929.314748,False
2025-03-04,5017995513.651226,4936216853.475967,5104487485.867306,False
2025-03-05,5019207603.157747,4932707250.48972,5107509222.6878,False
2025-03-06,5015989256.615211,4927286564.995335,5098956101.252976,False
2025-03-07,5007207479.998344,4926442029.535719,5089061314.8186245,False
2025-03-10,5000854864.754214,4914318753.563885,5086567970.686015,False
2025-03-11,4998040502.146977,4910022643.896517,5080247916.467959,False
2025-03-12,5003452694.138285,4920761644.251929,5088949520.516391,False
2025-03-13,5004117841.007226,4919582853.002512,5093138420.533357,False
2025-03-17,5000591428.74468,4912711895.374937,5089654155.693185,False
2025-03-18,4999609154.9198265,4914857321.995446,5088641532.369716,False
2025-03-19,5006431467.24388,4919536699.413248,5092995816.332986,False
2025-03-20,5008107538.40588,4924999880.521947,5093742345.89782,False
2025-03-21,5003490774.644992,4919241596.823344,5096480262.414983,False
2025-03-24,5005416472.404274,4920809678.1229315,5090582711.443447,False
2025-03-25,5004100280.46185,4916628670.175016,5079729998.269882,False
2025-03-26,5010491891.621902,4919220478.532072,5105932080.485706,False
2025-03-27,5011704127.119445,4930528251.592885,5098421611.222672,False
2025-03-28,5006653214.602558,4922807477.724473,5088437062.129803,False
2025-04-01,5006957850.163349,4915452037.945501,5089746086.609767,False
2025-04-02,5013864145.696806,4928779256.851111,5101102775.815384,False
2025-04-03,5015893727.399755,4931091341.421518,5105331319.189326,False
2025-04-04,5011980177.945419,4927473801.37123,5098470268.744633,False
2025-04-07,5018721323.964427,4932968516.017873,5100838797.326873,False
2025-04-08,5020040210.504373,4936094673.727654,5107734253.984609,False
2025-04-09,5029605673.474074,4941189489.29974,5116324648.869718,False
2025-04-11,5033673714.731161,4949469000.26963,5122564164.121342,False
2025-04-15,5054795015.4111,4973050386.147142,5137848456.4948635,False
2025-04-16,5067547692.184196,4983121097.699881,5152260649.012074,False
2025-04-17,5075507991.040892,4990525313.24182,5160779622.909292,False
2025-04-21,5101008356.176144,5017385949.730482,5187838451.00208,False
2025-04-22,5107275888.5034,5027354144.2382145,5196005129.330277,False
2025-04-23,5121338242.464021,5041531542.743436,5203618366.115724,False
2025-04-24,5130230716.39903,5040286284.2791,5214331059.743548,False
2025-04-25,5132786956.369556,5043323875.625087,5222518370.359914,False
2025-04-28,5155691421.736983,5073307003.807872,5238034570.041042,False
2025-04-29,5161070603.531512,5073789912.890866,5246745010.992868,False
2025-04-30,5173940143.021476,5088257576.026307,5264182736.256329,False
2025-05-02,5182220840.282731,5097284275.716031,5264747720.046434,False
2025-05-05,5198973785.293552,5107633866.585495,5284905226.020639,False
2025-05-06,5202083541.553166,5113734274.118858,5280738227.273581,False
2025-05-07,5212636396.651014,5131612534.292472,5298986210.254108,False
2025-05-08,5217733765.772559,5130788765.17266,5306016718.903592,False
2025-05-09,5216275675.002721,5131037481.179567,5301189576.1528015,False
2025-05-12,5226458217.622807,5140441350.646581,5309359232.598675,False
2025-05-13,5227564561.742492,5139871083.469298,5310342810.636658,False
2025-05-14,5236229713.629846,5157360346.490435,5321861190.005291,False
2025-05-15,5238620847.850371,5152320345.575867,5325858206.759804,False
2025-05-16,5234583988.043234,5149645373.46311,5319608411.59054,False
2025-05-19,5237796135.711096,5149115555.085431,5321454215.732258,False
2025-05-20,5236825358.812522,5156829068.780758,5316260055.806574,False
2025-05-21,5243529680.371915,5158280223.945695,5333665772.133231,False
2025-05-22,5245013894.413969,5157511615.795077,5328010387.537761,False
2025-05-23,5240178783.083982,5153350231.810535,5328988732.691838,False
2025-05-26,5241636142.238361,5154183869.94305,5329883678.340009,False
2025-05-27,5240299548.593367,5152208128.547784,5327049196.702397,False
2025-05-28,5246756062.044453,5162957690.504506,5335480988.605077,False
2025-05-29,5248118902.724057,5160788458.310339,5335648467.869782,False
2025-05-30,5243299274.524154,5163315572.444287,5336037992.304927,False
2025-06-02,5245750240.162277,5159840317.725787,5330945617.669646,False
2025-06-03,5245106095.692167,5158886437.570727,5325752599.793345,False
2025-06-04,5252457925.904636,5164478725.104198,5337572628.667024,False
2025-06-05,5254930452.357997,5165175298.205432,5340324792.131207,False
2025-06-06,5248606656.776338,5157986387.268052,5340664226.342045,False
2025-06-09,5247928597.890379,5158705508.700288,5334604479.937775,False
2025-06-10,5246695392.9865465,5163915375.511246,5329266319.616113,False
2025-06-11,5253669064.858832,5170386410.001321,5333464259.733567,False
2025-06-12,5255956447.164812,5172662620.082129,5336045049.036326,False
2025-06-13,5252454324.495054,5173584143.535714,5338421931.772939,False
2025-06-16,5260937719.025547,5169061122.215983,5346208157.873909,False
2025-06-17,5262858290.179058,5180067625.853433,5350814798.171708,False
2025-06-18,5272958819.364224,5186081293.855249,5356715712.477307,False
2025-06-19,5278295133.830323,5195542896.852296,5358670126.738501,False
2025-06-20,5277711093.890578,5192842279.9212475,5360808485.646566,False
2025-06-23,5293628977.597663,5213834837.273156,5382956055.217944,False
2025-06-24,5297416053.415824,5214137100.484369,5384739877.100076,False
2025-06-25,5308998837.979435,5217347131.854032,5393324182.153021,False
2025-06-26,5315393021.406767,5223639962.884509,5399401131.470168,False
2025-06-27,5315408435.909272,5225815853.007452,5396764707.310675,False
2025-06-30,5330138647.2020035,5241760771.478415,5409370219.885782,False
2025-07-01,5332500791.80049,5242198208.172881,5421422894.728054,False
2025-07-02,5342148515.4499655,5253545717.540365,5429052888.026236,False
2025-07-03,5346113723.733075,5262964118.164758,5429742032.105257,False
2025-07-04,5343231332.258507,5262253626.382307,5424388903.994748,False
2025-07-07,5346834173.453878,5261174035.777701,5427779367.5523205,False
2025-07-08,5344834527.988282,5261373341.3962755,5428115150.019348,False
2025-07-09,5349888873.224947,5268698352.406668,5437607907.804787,False
2025-07-10,5349092279.954875,5266151108.866986,5435574023.830109,False
2025-07-11,5341345248.537027,5252868786.535939,5426125046.818621,False
2025-07-14,5330400674.82309,5243154305.388033,5418391337.005517,False
2025-07-15,5323781652.308364,5238549390.11702,5404895052.837926,False
2025-07-16,5324430665.815204,5243347450.24863,5410499852.92129,False
2025-07-17,5319495061.329356,5236791027.1380625,5403394137.065844,False
2025-07-18,5307921412.050043,5227013989.081146,5388157796.548066,False
2025-07-21,5287724093.321328,5202310318.397576,5367844585.396239,False
2025-07-22,5278841601.092071,5195196259.490652,5364802303.304646,False
2025-07-23,5277656510.584001,5188930851.916887,5366159517.233453,False
2025-07-24,5271315605.053143,5184983041.091119,5361874648.459314,False
2025-07-25,5258757421.223568,5175811054.561559,5342600533.941254,False
2025-07-28,5237952081.898105,5152350119.185903,5317731558.565045,False
2025-07-29,5229562008.778045,5143545839.173542,5308147672.496206,False
2025-07-30,5229163332.629072,5146867316.406285,5317360858.942769,False
2025-07-31,5223866816.601001,5132257066.184413,5304620780.813602,False
2025-08-01,5212573901.985183,5125684229.627858,5298088712.071297,False
2025-08-04,5196524362.330139,5110884711.532693,5285926755.670225,False
2025-08-05,5189926242.85434,5108591798.284196,5277610278.968255,False
2025-08-06,5191373205.989822,5103109052.641536,5269774802.436884,False
2025-08-07,5187951697.757007,5106347701.128378,5273857801.863661,False
2025-08-08,5178543053.415667,5089166522.050449,5268820931.365562,False
2025-08-11,5168066459.341873,5088553453.522899,5251314063.078248,False
2025-08-12,5163275334.516037,5078061230.828124,5254090695.522639,False
2025-08-13,5166501391.901125,5083144261.090879,5250452872.689455,False
2025-08-14,5164834139.505732,5081402510.008077,5251534930.864286,False
2025-08-18,5151838138.458709,5069200127.859735,5235447753.2765045,False
2025-08-19,5148771324.785153,5070573993.8818865,5228303957.753087,False
2025-08-20,5153733149.286481,5061524473.056434,5231366881.824903,False
2025-08-21,5153814933.826834,5063205071.918453,5237258658.860613,False
2025-08-22,5147902058.653836,5056995012.5709305,5234361825.946854,False
2025-08-25,5147871245.55173,5059940909.4087105,5233576275.343488,False
2025-08-26,5146530193.38662,5058938373.460161,5231530050.98501,False
2025-08-28,5154856553.870588,5072086052.274053,5249329020.786363,False
2025-08-29,5150452205.579247,5062558803.513357,5237022999.194891,False
2025-09-01,5154082607.41614,5072491716.538513,5237735613.1991825,False
2025-09-02,5153577315.539124,5068966476.687856,5239551303.941548,False
2025-09-03,5160813518.442471,5074770540.9157715,5246194723.196811,False
2025-09-04,5162835327.454057,5082227808.500771,5252125035.967456,False
2025-09-05,5158481848.33205,5073135718.445553,5241987331.187623,False
2025-09-08,5164270948.203758,5076193964.66454,5254693404.743578,False
2025-09-09,5163859636.080216,5078941705.756229,5252638706.828885,False
2025-09-10,5170886919.9040985,5084506690.111011,5256116943.62826,False
2025-09-11,5172413769.809363,5093420232.7696905,5254236644.983156,False
2025-09-12,5167303536.200006,5079130806.660669,5253282614.059598,False
2025-09-15,5165758860.063933,5085006619.05383,5249813626.498686,False
2025-09-16,5162641981.755129,5072715500.386343,5243191253.386989,False
2025-09-17,5166919249.843447,5078925593.675407,5249823989.437593,False
2025-09-18,5165708599.61288,5080911075.258279,5244918453.1442375,False
2025-09-19,5157932151.015179,5073663776.666626,5238663758.709945,False
2025-09-22,5149401641.881134,5067279460.837202,5237155961.564102,False
2025-09-23,5144477704.056559,5061173753.48121,5226168192.40446,False
2025-09-24,5147290082.3242855,5063244557.028144,5233324748.942899,False
2025-09-25,5144996369.38434,5057561468.777859,5224817991.390859,False
2025-09-26,5136550557.746491,5049422067.139166,5222842567.461864,False
2025-09-29,5128677231.444361,5048741632.820319,5212521196.4643545,False
2025-09-30,5124872343.218314,5043069051.821111,5208951726.650307,False
2025-10-01,5129233848.686454,5047028167.387055,5207996317.303088,False
2025-10-03,5122764370.078879,5035175197.6582155,5202739831.06802,False
2025-10-06,5123548034.419167,5036495686.288031,5205663051.113174,False
2025-10-07,5122998109.620775,5034334634.338827,5207226469.5047655,False
2025-10-08,5130688137.707882,5042081208.71349,5213960375.581665,False
2025-10-09,5133678058.964471,5049094660.791576,5223024075.478725,False
2025-10-10,5130814546.187424,5044378555.52227,5212550510.217935,False
2025-10-13,5140317151.886943,5054081800.557225,5230747214.9132395,False
2025-10-14,5142116430.266062,5059436166.365217,5227794265.360864,False
2025-10-15,5151794959.607509,5066169456.044629,5238898044.217373,False
2025-10-16,5156376688.802323,5064808843.37937,5235782922.919688,False
2025-10-17,5154682655.622211,5069215902.525745,5244290828.320626,False
2025-10-20,5165072092.838103,5074482263.97524,5247081695.294272,False
2025-10-21,5166321906.147062,5084511284.450247,5250478542.401691,False
2025-10-23,5178342733.895923,5098793405.051147,5260167315.453798,False
2025-10-24,5175073119.51837,5085249293.5805645,5257843500.579443,False
2025-10-27,5179637666.050303,5095275253.762209,5260255650.673063,False
2025-10-28,5178814001.440386,5094833889.750669,5267291811.578006,False
2025-10-29,5185548157.407185,5095806097.311603,5273383797.779962,False
2025-10-30,5186980539.600268,5100344748.038736,5274133293.358594,False
2025-10-31,5182055517.100011,5094347044.091573,5271307006.002873,False
2025-11-03,5183532711.020713,5100397140.849589,5274951893.555341,False
2025-11-04,5182485425.367805,5101621370.818991,5266550473.043272,False
2025-11-06,5191635950.587066,5108091862.007874,5275585400.142991,False
2025-11-07,5187954084.618226,5098725438.292052,5272543451.82867,False
2025-11-10,5196125571.136003,5114719641.461644,5279150529.681289,False
2025-11-11,5198217173.495326,5111089665.424518,5283383618.418746,False
2025-11-12,5208721218.249335,5122090540.263031,5290888019.683851,False
2025-11-13,5214746013.103589,5131868831.931214,5303919738.483217,False
2025-11-14,5215183882.943207,5132417710.464188,5297526775.353546,False
2025-11-17,5229479916.115489,5147561024.612579,5314641461.574119,False
2025-11-18,5233641018.9727545,5146968613.620905,5319156425.961219,False
2025-11-19,5246095643.4894285,5165826178.425489,5336706659.458949,False
2025-11-20,5253874599.1398945,5168446308.788063,5341490770.200087,False
2025-11-21,5255796644.278479,5175474771.45432,5345578581.540202,False
2025-11-24,5279381366.922458,5196222439.332363,5364749595.662026,False
2025-11-25,5285708485.739986,5204004236.577949,5374470792.94198,False
2025-11-26,5299799523.826589,5213292503.397789,5379909383.700011,False
2025-11-27,5308661926.166862,5219351465.177793,5399873837.774524,False
2025-11-28,5311101756.190601,5227766711.398752,5397628875.697688,False
2025-12-01,5332876386.929995,5248493342.343729,5414895830.39518,False
2025-12-02,5337538462.097345,5249489771.372602,5419023471.900513,False
2025-12-03,5349485346.260488,5270845950.66537,5434202655.196691,False
2025-12-04,5355766591.42389,5271971607.306128,5444170105.389734,False
2025-12-05,5355236049.803996,5273976478.341403,5439206914.859267,False
2025-12-08,5366298757.08449,5278339406.869679,5450777632.569161,False
2025-12-09,5366977141.261843,5282740525.076045,5459532666.403204,False
2025-12-10,5374827158.980819,5294117474.672011,5454008058.859909,False
2025-12-11,5376951543.781785,5284047970.766841,5459849395.003844,False
2025-12-12,5372253879.264555,5286725978.768484,5457254600.777493,False
2025-12-15,5371181293.392688,5284405840.791664,5455044246.097182,False
2025-12-16,5368051726.683159,5275588180.441671,5449602395.632123,False
2025-12-17,5372255049.588282,5285540707.537403,5457253020.136862,False
2025-12-18,5370910550.279595,5285793342.688872,5458329364.3558035,False
2025-12-19,5362932609.645041,5279094805.369385,5457728943.291982,False
2025-12-22,5353182642.474897,5265147060.28416,5437131013.308622,False
2025-12-23,5347538296.500015,5257083408.708648,5437665623.71973,False
2025-12-24,5349403031.73372,5258325100.220578,5433598888.255706,False
2025-12-26,5335890184.963486,5252955841.138724,5415317542.91354,False
2025-12-29,5320917070.984201,5233300991.236978,5409221798.460265,False
2025-12-30,5313782818.843687,5227098001.177246,5396808617.102222,False
2025-12-31,5314276291.697913,5227958206.66182,5397147313.512751,False
2026-01-01,5309506541.068507,5226590151.238592,5394223855.31158,False
2026-01-02,5298380143.7190895,5207795910.160443,5381750063.768264,False
2026-01-05,5280818045.347176,5198805516.191501,5361404367.913916,False
2026-01-06,5273124057.3954935,5193645294.562153,5360590023.09629,False
2026-01-07,5273230845.097301,5192611932.618064,5363049369.15602,False
2026-01-08,5268260985.248285,5180535835.563779,5348561832.032225,False
2026-01-09,5257133844.967405,5172756826.339325,5339227102.118242,False
