id,tx_id,amount,merchant,timestamp,features,fraud_score,label,created_at
31,TX-414078,14980.35,Flipkart,2026-05-07T12:01:16.200801,{},0.05132896324283321,0,2026-05-07T12:01:16.200801
32,TX-837740,3881.31,Local Grocery,2026-05-06T17:10:16.200801,{},0.23372054287776403,0,2026-05-06T17:10:16.200801
33,TX-323270,12719.17,Local Grocery,2026-05-07T07:06:16.200801,{},0.012723924731304435,0,2026-05-07T07:06:16.200801
34,TX-571871,13910.59,Electronics Store,2026-05-07T10:37:16.200801,{},0.2702618135757364,0,2026-05-07T10:37:16.200801
35,TX-241039,7209.85,Uber,2026-05-06T12:53:16.200801,{},0.0943432186574912,0,2026-05-06T12:53:16.200801
36,TX-890691,6088.01,Amazon,2026-05-07T04:30:16.200801,{},0.22153227731799738,0,2026-05-07T04:30:16.200801
37,TX-680412,13623.81,Zomato,2026-05-07T06:21:16.200801,{},0.056512461041110365,0,2026-05-07T06:21:16.200801
38,TX-815265,11671.54,Local Grocery,2026-05-06T19:02:16.200801,{},0.030978719378446054,0,2026-05-06T19:02:16.200801
39,TX-809934,5958.94,Local Grocery,2026-05-07T09:47:16.200801,{},0.10679464141909838,0,2026-05-07T09:47:16.200801
40,TX-480880,13185.53,Uber,2026-05-07T08:59:16.200801,{},0.23843033855882095,0,2026-05-07T08:59:16.200801
41,TX-693570,10404.18,Amazon,2026-05-06T13:59:16.200801,{},0.19449416714731674,0,2026-05-06T13:59:16.200801
42,TX-689550,4217.15,Electronics Store,2026-05-07T00:04:16.200801,{},0.18336404482353552,0,2026-05-07T00:04:16.200801
43,TX-919942,14669.87,Uber,2026-05-07T11:44:16.200801,{},0.08928443961517099,0,2026-05-07T11:44:16.200801
44,TX-726188,14336.33,Zomato,2026-05-07T10:40:16.200801,{},0.1214199704684744,0,2026-05-07T10:40:16.200801
45,TX-614610,11336.79,Foreign/Unrecognized,2026-05-06T18:21:16.200801,{},0.6413453727825928,1,2026-05-06T18:21:16.200801
46,TX-905919,2214.0,Foreign/Unrecognized,2026-05-07T00:11:16.200801,{},0.09048362191611425,0,2026-05-07T00:11:16.200801
47,TX-988506,9004.18,Local Grocery,2026-05-06T12:54:16.200801,{},0.12878261300726715,0,2026-05-06T12:54:16.200801
48,TX-931076,1742.65,Electronics Store,2026-05-07T03:09:16.200801,{},0.18896750130721673,0,2026-05-07T03:09:16.200801
49,TX-842234,5426.67,Flipkart,2026-05-07T11:51:16.200801,{},0.18529842499008212,0,2026-05-07T11:51:16.200801
50,TX-304501,12705.37,Flipkart,2026-05-06T14:37:16.200801,{},0.13814319518551596,0,2026-05-06T14:37:16.200801
51,TX-879146,7018.37,Uber,2026-05-06T21:10:16.200801,{},0.11580174544715806,0,2026-05-06T21:10:16.200801
52,TX-920113,8908.16,Electronics Store,2026-05-07T07:54:16.200801,{},0.2939031944213682,0,2026-05-07T07:54:16.200801
53,TX-991927,4203.42,Uber,2026-05-07T01:40:16.200801,{},0.26510297312073,0,2026-05-07T01:40:16.200801
54,TX-339501,5571.37,Amazon,2026-05-06T19:31:16.200801,{},0.20133482131267424,0,2026-05-06T19:31:16.200801
55,TX-954562,13095.56,Amazon,2026-05-07T03:12:16.200801,{},0.2731667991932704,0,2026-05-07T03:12:16.200801
56,TX-860626,1018.42,Amazon,2026-05-07T08:09:16.200801,{},0.2254434865292911,0,2026-05-07T08:09:16.200801
57,TX-575727,3810.06,Flipkart,2026-05-07T10:33:16.200801,{},0.1179466738222559,0,2026-05-07T10:33:16.200801
58,TX-694593,8547.71,Electronics Store,2026-05-06T14:44:16.200801,{},0.13827990510093258,0,2026-05-06T14:44:16.200801
59,TX-872363,9180.29,Foreign/Unrecognized,2026-05-06T21:32:16.200801,{},0.5511022710157154,1,2026-05-06T21:32:16.200801
60,TX-640865,11891.63,Local Grocery,2026-05-06T15:29:16.200801,{},0.20552035321169837,0,2026-05-06T15:29:16.200801
61,TX-443256,3173.64,Zomato,2026-05-07T08:52:16.200801,{},0.11254743660855993,0,2026-05-07T08:52:16.200801
62,TX-884281,11829.15,Flipkart,2026-05-07T08:39:16.200801,{},0.05994281167072099,0,2026-05-07T08:39:16.200801
63,TX-222488,9354.02,Electronics Store,2026-05-06T22:31:16.200801,{},0.0488046326678365,0,2026-05-06T22:31:16.200801
64,TX-820913,10328.18,Zomato,2026-05-06T18:25:16.200801,{},0.24594816221825216,0,2026-05-06T18:25:16.200801
65,TX-866015,6211.53,Local Grocery,2026-05-06T23:00:16.200801,{},0.0496565426042812,0,2026-05-06T23:00:16.200801
66,TX-359843,1255.84,Flipkart,2026-05-07T08:23:16.200801,{},0.05702023968466868,0,2026-05-07T08:23:16.200801
67,TX-655310,13178.09,Local Grocery,2026-05-07T09:12:16.200801,{},0.0367570119134915,0,2026-05-07T09:12:16.200801
68,TX-999969,5098.1,Foreign/Unrecognized,2026-05-06T17:33:16.200801,{},0.9746204202490378,1,2026-05-06T17:33:16.200801
69,TX-335926,11767.56,Flipkart,2026-05-06T15:43:16.200801,{},0.04455539076910813,0,2026-05-06T15:43:16.200801
70,TX-718213,425.32,Zomato,2026-05-06T12:30:16.200801,{},0.028870934872847955,0,2026-05-06T12:30:16.200801
71,TX-498817,4029.6,Uber,2026-05-06T17:54:16.200801,{},0.05073503767979331,0,2026-05-06T17:54:16.200801
72,TX-565678,11666.97,Foreign/Unrecognized,2026-05-06T13:47:16.200801,{},0.05364653976927213,0,2026-05-06T13:47:16.200801
73,TX-260179,14873.65,Local Grocery,2026-05-07T11:55:16.200801,{},0.08504277820794567,0,2026-05-07T11:55:16.200801
74,TX-279479,4353.29,Amazon,2026-05-06T16:01:16.200801,{},0.17516712148362176,0,2026-05-06T16:01:16.200801
75,TX-884286,4239.74,Electronics Store,2026-05-06T19:02:16.200801,{},0.2659000460429593,0,2026-05-06T19:02:16.200801
76,TX-216849,8015.53,Amazon,2026-05-06T15:24:16.200801,{},0.17270458047972137,0,2026-05-06T15:24:16.200801
77,TX-269067,1692.62,Zomato,2026-05-07T10:50:16.200801,{},0.05320397594772619,0,2026-05-07T10:50:16.200801
78,TX-554368,8657.34,Uber,2026-05-07T08:24:16.200801,{},0.17564266887032542,0,2026-05-07T08:24:16.200801
79,TX-945211,4018.75,Amazon,2026-05-06T14:50:16.200801,{},0.2284506918177667,0,2026-05-06T14:50:16.200801
80,TX-248150,5880.29,Zomato,2026-05-07T10:21:16.200801,{},0.1386943325865719,0,2026-05-07T10:21:16.200801
81,TX-983368,14831.52,Local Grocery,2026-05-07T04:14:16.200801,{},0.07191543937333694,0,2026-05-07T04:14:16.200801
82,TX-663887,814.52,Local Grocery,2026-05-06T20:28:16.200801,{},0.1779591052402622,0,2026-05-06T20:28:16.200801
83,TX-249085,5494.29,Amazon,2026-05-07T05:11:16.200801,{},0.8215076477572703,1,2026-05-07T05:11:16.200801
84,TX-958485,10653.3,Amazon,2026-05-06T16:06:16.200801,{},0.2055708257915465,0,2026-05-06T16:06:16.200801
85,TX-872067,6527.96,Flipkart,2026-05-06T16:50:16.200801,{},0.20540868823881223,0,2026-05-06T16:50:16.200801
86,TX-525576,1878.36,Local Grocery,2026-05-06T12:50:16.200801,{},0.22538533458638094,0,2026-05-06T12:50:16.200801
87,TX-405421,11528.3,Foreign/Unrecognized,2026-05-06T12:35:16.200801,{},0.06651784662794692,0,2026-05-06T12:35:16.200801
88,TX-219874,8591.8,Zomato,2026-05-06T19:15:16.200801,{},0.22205774845959306,0,2026-05-06T19:15:16.200801
89,TX-659339,4684.25,Uber,2026-05-07T10:23:16.200801,{},0.2620145019267717,0,2026-05-07T10:23:16.200801
90,TX-407955,2659.92,Zomato,2026-05-07T06:08:16.200801,{},0.23694519013720736,0,2026-05-07T06:08:16.200801
91,TX-330693,3492.86,Foreign/Unrecognized,2026-05-06T16:20:16.200801,{},0.27221973810654937,0,2026-05-06T16:20:16.200801
92,TX-577668,6833.93,Amazon,2026-05-07T09:35:16.200801,{},0.12234755484219122,0,2026-05-07T09:35:16.200801
93,TX-606730,9667.12,Electronics Store,2026-05-07T09:18:16.200801,{},0.27930867137259463,0,2026-05-07T09:18:16.200801
94,TX-530538,8707.36,Flipkart,2026-05-06T20:51:16.200801,{},0.07884647771793592,0,2026-05-06T20:51:16.200801
95,TX-311127,275.86,Amazon,2026-05-07T04:21:16.200801,{},0.2182554110392087,0,2026-05-07T04:21:16.200801
96,TX-445837,7934.66,Uber,2026-05-06T15:50:16.200801,{},0.09067623561935899,0,2026-05-06T15:50:16.200801
97,TX-371128,2696.01,Foreign/Unrecognized,2026-05-06T22:17:16.200801,{},0.24213943224286236,0,2026-05-06T22:17:16.200801
98,TX-973957,11480.49,Zomato,2026-05-07T01:48:16.200801,{},0.1200827845156324,0,2026-05-07T01:48:16.200801
99,TX-986124,3094.8,Foreign/Unrecognized,2026-05-07T01:20:16.200801,{},0.06801811911430998,0,2026-05-07T01:20:16.200801
100,TX-573244,1016.77,Uber,2026-05-07T01:22:16.200801,{},0.10979955252696566,0,2026-05-07T01:22:16.200801
101,TX-921130,5909.66,Electronics Store,2026-05-07T08:40:16.200801,{},0.09248724725172289,0,2026-05-07T08:40:16.200801
102,TX-503694,7226.41,Local Grocery,2026-05-06T23:02:16.200801,{},0.2698224206915936,0,2026-05-06T23:02:16.200801
103,TX-285802,9126.27,Local Grocery,2026-05-06T14:57:16.200801,{},0.2308871714242182,0,2026-05-06T14:57:16.200801
104,TX-109766,5319.35,Foreign/Unrecognized,2026-05-07T11:12:16.200801,{},0.5655317664860061,1,2026-05-07T11:12:16.200801
105,TX-806860,2219.38,Electronics Store,2026-05-07T02:06:16.200801,{},0.2833278357193047,0,2026-05-07T02:06:16.200801
106,TX-380989,3873.51,Local Grocery,2026-05-07T05:14:16.200801,{},0.2317884546260109,0,2026-05-07T05:14:16.200801
107,TX-660228,3300.02,Flipkart,2026-05-06T22:15:16.200801,{},0.14656456219495678,0,2026-05-06T22:15:16.200801
108,TX-525178,10751.94,Amazon,2026-05-06T15:45:16.200801,{},0.09692829957089083,0,2026-05-06T15:45:16.200801
109,TX-476496,13253.9,Amazon,2026-05-07T04:49:16.200801,{},0.7770613973121795,1,2026-05-07T04:49:16.200801
110,TX-496301,7467.63,Uber,2026-05-07T09:08:16.200801,{},0.036279162995247444,0,2026-05-07T09:08:16.200801
111,TX-950968,1283.9,Zomato,2026-05-07T09:07:16.200801,{},0.2570205689693155,0,2026-05-07T09:07:16.200801
112,TX-793204,14673.71,Zomato,2026-05-06T14:58:16.200801,{},0.2603341519019066,0,2026-05-06T14:58:16.200801
113,TX-290157,8294.16,Zomato,2026-05-06T17:27:16.200801,{},0.24742119532358353,0,2026-05-06T17:27:16.200801
114,TX-336317,6237.79,Electronics Store,2026-05-07T01:46:16.200801,{},0.031889067057714805,0,2026-05-07T01:46:16.200801
115,TX-702070,3766.76,Amazon,2026-05-06T17:20:16.200801,{},0.2758321494727536,0,2026-05-06T17:20:16.200801
116,TX-692889,11679.41,Uber,2026-05-07T08:50:16.200801,{},0.09110192813242544,0,2026-05-07T08:50:16.200801
117,TX-410794,10924.7,Local Grocery,2026-05-06T21:22:16.200801,{},0.21110775603196158,0,2026-05-06T21:22:16.200801
118,TX-707038,8190.36,Amazon,2026-05-06T21:03:16.200801,{},0.20955465657397082,0,2026-05-06T21:03:16.200801
119,TX-263123,964.08,Flipkart,2026-05-06T14:50:16.200801,{},0.2645365676917866,0,2026-05-06T14:50:16.200801
120,TX-347943,4436.65,Zomato,2026-05-06T15:34:16.200801,{},0.12340179699844545,0,2026-05-06T15:34:16.200801
121,TX-156743,5017.32,Uber,2026-05-06T13:27:16.200801,{},0.2974532334128701,0,2026-05-06T13:27:16.200801
122,TX-617237,10947.01,Amazon,2026-05-06T21:25:16.200801,{},0.04529060085729516,0,2026-05-06T21:25:16.200801
123,TX-711572,14041.45,Zomato,2026-05-07T09:06:16.200801,{},0.024260851236093492,0,2026-05-07T09:06:16.200801
124,TX-458991,8957.02,Uber,2026-05-07T07:39:16.200801,{},0.01493949574049061,0,2026-05-07T07:39:16.200801
125,TX-915486,9229.95,Amazon,2026-05-07T09:13:16.200801,{},0.024213197275933768,0,2026-05-07T09:13:16.200801
126,TX-261092,4683.94,Electronics Store,2026-05-06T22:07:16.200801,{},0.07676885293174801,0,2026-05-06T22:07:16.200801
127,TX-552426,12457.2,Zomato,2026-05-07T09:38:16.200801,{},0.15746036057933635,0,2026-05-07T09:38:16.200801
128,TX-303160,5706.74,Local Grocery,2026-05-07T12:06:16.200801,{},0.07348713031367506,0,2026-05-07T12:06:16.200801
129,TX-556203,12266.36,Zomato,2026-05-07T11:11:16.200801,{},0.27099229909328965,0,2026-05-07T11:11:16.200801
130,TX-978854,3230.06,Electronics Store,2026-05-06T22:41:16.200801,{},0.08653755022189602,0,2026-05-06T22:41:16.200801
131,TX-352934,6010.1,Foreign/Unrecognized,2026-05-07T02:36:16.200801,{},0.18558872710223162,0,2026-05-07T02:36:16.200801
132,TX-252941,3291.68,Foreign/Unrecognized,2026-05-07T10:00:16.200801,{},0.022127072665493224,0,2026-05-07T10:00:16.200801
133,TX-565606,6989.21,Amazon,2026-05-07T12:25:16.200801,{},0.1290405397801695,0,2026-05-07T12:25:16.200801
134,TX-539006,5660.13,Uber,2026-05-07T09:23:16.200801,{},0.049350679036020605,0,2026-05-07T09:23:16.200801
135,TX-668057,8434.41,Electronics Store,2026-05-06T13:04:16.200801,{},0.11618231369584965,0,2026-05-06T13:04:16.200801
136,TX-366670,4646.11,Foreign/Unrecognized,2026-05-07T11:24:16.200801,{},0.09230699410979733,0,2026-05-07T11:24:16.200801
137,TX-692788,14363.61,Zomato,2026-05-06T13:50:16.200801,{},0.03556046773740687,0,2026-05-06T13:50:16.200801
138,TX-594282,5739.65,Electronics Store,2026-05-07T07:54:16.200801,{},0.23376054074841446,0,2026-05-07T07:54:16.200801
139,TX-751171,1996.57,Zomato,2026-05-06T15:31:16.200801,{},0.06359552553268415,0,2026-05-06T15:31:16.200801
140,TX-793781,8932.36,Uber,2026-05-07T09:35:16.200801,{},0.13637849204153962,0,2026-05-07T09:35:16.200801
141,TX-970588,9089.4,Local Grocery,2026-05-07T00:12:16.200801,{},0.19060746406400284,0,2026-05-07T00:12:16.200801
142,TX-783487,5994.12,Amazon,2026-05-06T20:31:16.200801,{},0.01434197890469743,0,2026-05-06T20:31:16.200801
143,TX-553614,14859.9,Zomato,2026-05-07T00:42:16.200801,{},0.7735606170353907,1,2026-05-07T00:42:16.200801
144,TX-175669,4695.87,Flipkart,2026-05-07T06:17:16.200801,{},0.11970681124491579,0,2026-05-07T06:17:16.200801
145,TX-884550,11807.92,Flipkart,2026-05-06T22:55:16.200801,{},0.14742649988695197,0,2026-05-06T22:55:16.200801
146,TX-148450,6919.81,Amazon,2026-05-07T05:00:16.200801,{},0.2692533624256011,0,2026-05-07T05:00:16.200801
147,TX-745149,8028.4,Flipkart,2026-05-07T11:38:16.200801,{},0.12321004726428589,0,2026-05-07T11:38:16.200801
148,TX-270363,9818.59,Zomato,2026-05-06T17:54:16.200801,{},0.01697766695043524,0,2026-05-06T17:54:16.200801
149,TX-729061,665.07,Electronics Store,2026-05-07T03:27:16.200801,{},0.29080898226691976,0,2026-05-07T03:27:16.200801
150,TX-859423,2269.83,Flipkart,2026-05-07T11:19:16.200801,{},0.2839147970843946,0,2026-05-07T11:19:16.200801
151,TX-537459,3855.61,Flipkart,2026-05-06T14:33:16.200801,{},0.09079939810521935,0,2026-05-06T14:33:16.200801
152,TX-789292,14272.8,Local Grocery,2026-05-07T04:15:16.200801,{},0.06574569298494137,0,2026-05-07T04:15:16.200801
153,TX-874814,2274.69,Electronics Store,2026-05-06T21:58:16.200801,{},0.1739161021040656,0,2026-05-06T21:58:16.200801
154,TX-925085,3002.22,Electronics Store,2026-05-06T13:32:16.200801,{},0.12913913834768545,0,2026-05-06T13:32:16.200801
155,TX-133921,5033.51,Foreign/Unrecognized,2026-05-06T15:03:16.200801,{},0.955779838918714,1,2026-05-06T15:03:16.200801
156,TX-259409,1462.96,Local Grocery,2026-05-07T10:20:16.200801,{},0.18233071656298502,0,2026-05-07T10:20:16.200801
157,TX-238784,12033.01,Amazon,2026-05-06T15:31:16.200801,{},0.09897109663326678,0,2026-05-06T15:31:16.200801
158,TX-633865,7921.94,Amazon,2026-05-07T07:30:16.200801,{},0.07993909468212197,0,2026-05-07T07:30:16.200801
159,TX-816669,13225.61,Flipkart,2026-05-06T13:26:16.200801,{},0.17516540513919424,0,2026-05-06T13:26:16.200801
160,TX-103679,10825.5,Uber,2026-05-07T07:37:16.200801,{},0.27828878095286214,0,2026-05-07T07:37:16.200801
161,TX-742877,4832.94,Flipkart,2026-05-06T21:03:16.200801,{},0.20707189240802742,0,2026-05-06T21:03:16.200801
162,TX-141605,10967.56,Amazon,2026-05-06T22:40:16.200801,{},0.27133355277604493,0,2026-05-06T22:40:16.200801
163,TX-412253,4383.22,Zomato,2026-05-06T18:54:16.200801,{},0.2854823328408354,0,2026-05-06T18:54:16.200801
164,TX-925989,138.08,Flipkart,2026-05-06T17:49:16.200801,{},0.22241158370572667,0,2026-05-06T17:49:16.200801
165,TX-274884,1567.87,Flipkart,2026-05-06T13:51:16.200801,{},0.16961654030441362,0,2026-05-06T13:51:16.200801
166,TX-611432,4643.13,Amazon,2026-05-06T16:23:16.200801,{},0.01268675721102572,0,2026-05-06T16:23:16.200801
167,TX-863101,4060.1,Zomato,2026-05-07T04:44:16.200801,{},0.6207604832368875,1,2026-05-07T04:44:16.200801
168,TX-355932,4785.67,Foreign/Unrecognized,2026-05-06T17:56:16.200801,{},0.27027602310169635,0,2026-05-06T17:56:16.200801
169,TX-640336,12318.81,Uber,2026-05-07T12:30:16.200801,{},0.2515689392612578,0,2026-05-07T12:30:16.200801
170,TX-711182,14240.66,Electronics Store,2026-05-07T01:20:16.200801,{},0.1403693690379529,0,2026-05-07T01:20:16.200801
171,TX-390558,2473.46,Foreign/Unrecognized,2026-05-06T18:11:16.200801,{},0.12063481760217253,0,2026-05-06T18:11:16.200801
172,TX-725693,6080.61,Zomato,2026-05-07T06:52:16.200801,{},0.2313974128983235,0,2026-05-07T06:52:16.200801
173,TX-272934,11379.82,Foreign/Unrecognized,2026-05-07T00:08:16.200801,{},0.706604115535567,1,2026-05-07T00:08:16.200801
174,TX-106230,4507.09,Local Grocery,2026-05-06T22:09:16.200801,{},0.2631796800645292,0,2026-05-06T22:09:16.200801
175,TX-169425,1872.2,Zomato,2026-05-06T14:54:16.200801,{},0.12935807621650747,0,2026-05-06T14:54:16.200801
176,TX-450105,13920.43,Local Grocery,2026-05-07T03:09:16.200801,{},0.12196831080929689,0,2026-05-07T03:09:16.200801
177,TX-748836,13410.85,Foreign/Unrecognized,2026-05-06T23:44:16.200801,{},0.1842421381373024,0,2026-05-06T23:44:16.200801
178,TX-258708,13218.93,Electronics Store,2026-05-06T14:58:16.200801,{},0.16193325062644673,0,2026-05-06T14:58:16.200801
179,TX-611088,2713.44,Uber,2026-05-06T12:38:16.200801,{},0.023794486317479123,0,2026-05-06T12:38:16.200801
180,TX-594789,6489.29,Amazon,2026-05-07T10:32:16.200801,{},0.07226302719019638,0,2026-05-07T10:32:16.200801
181,TX-984358,3277.29,Foreign/Unrecognized,2026-05-07T08:57:16.200801,{},0.19522863066236393,0,2026-05-07T08:57:16.200801
182,TX-210248,6662.12,Foreign/Unrecognized,2026-05-06T19:39:16.200801,{},0.05274960931725971,0,2026-05-06T19:39:16.200801
183,TX-516695,624.75,Uber,2026-05-06T16:01:16.200801,{},0.11947623335242323,0,2026-05-06T16:01:16.200801
184,TX-269621,8898.85,Uber,2026-05-07T03:33:16.200801,{},0.05060535429852217,0,2026-05-07T03:33:16.200801
185,TX-523715,7324.76,Local Grocery,2026-05-06T20:06:16.200801,{},0.10054925468608195,0,2026-05-06T20:06:16.200801
186,TX-894208,8743.35,Flipkart,2026-05-06T21:10:16.200801,{},0.17606126397208377,0,2026-05-06T21:10:16.200801
187,TX-243487,13676.25,Foreign/Unrecognized,2026-05-07T09:44:16.200801,{},0.9332201109873333,1,2026-05-07T09:44:16.200801
188,TX-718557,4098.04,Electronics Store,2026-05-07T06:57:16.200801,{},0.15512750675182244,0,2026-05-07T06:57:16.200801
189,TX-759205,3063.72,Electronics Store,2026-05-07T09:01:16.200801,{},0.27853862400339724,0,2026-05-07T09:01:16.200801
190,TX-821369,4861.06,Local Grocery,2026-05-07T09:28:16.200801,{},0.02059330334593898,0,2026-05-07T09:28:16.200801
191,TX-234946,4341.72,Zomato,2026-05-07T03:16:16.200801,{},0.1940828790568891,0,2026-05-07T03:16:16.200801
192,TX-859655,6284.29,Zomato,2026-05-06T17:05:16.200801,{},0.22441026566518527,0,2026-05-06T17:05:16.200801
193,TX-525012,12336.05,Local Grocery,2026-05-06T21:42:16.200801,{},0.063951557640979,0,2026-05-06T21:42:16.200801
194,TX-998066,4207.74,Electronics Store,2026-05-06T21:31:16.200801,{},0.09388184287515056,0,2026-05-06T21:31:16.200801
195,TX-666768,10210.5,Local Grocery,2026-05-06T20:53:16.200801,{},0.12944706830485844,0,2026-05-06T20:53:16.200801
196,TX-165029,5679.71,Local Grocery,2026-05-07T09:12:16.200801,{},0.2975470822643401,0,2026-05-07T09:12:16.200801
197,TX-755996,9325.21,Zomato,2026-05-07T12:25:16.200801,{},0.0579809461016478,0,2026-05-07T12:25:16.200801
198,TX-320936,10488.91,Local Grocery,2026-05-07T07:17:16.200801,{},0.27255862959848476,0,2026-05-07T07:17:16.200801
199,TX-468529,4054.47,Uber,2026-05-07T03:04:16.200801,{},0.25712647431548946,0,2026-05-07T03:04:16.200801
200,TX-807293,10101.76,Zomato,2026-05-06T17:53:16.200801,{},0.055153085033896654,0,2026-05-06T17:53:16.200801
201,TX-354877,5656.01,Uber,2026-05-07T10:25:16.200801,{},0.2578768872898139,0,2026-05-07T10:25:16.200801
202,TX-758989,9597.93,Amazon,2026-05-06T23:56:16.200801,{},0.0986985181603984,0,2026-05-06T23:56:16.200801
203,TX-666938,7466.32,Local Grocery,2026-05-07T03:34:16.200801,{},0.2704346263825115,0,2026-05-07T03:34:16.200801
204,TX-368150,9778.72,Zomato,2026-05-06T17:30:16.200801,{},0.06929835967260232,0,2026-05-06T17:30:16.200801
205,TX-956636,4083.87,Flipkart,2026-05-06T18:28:16.200801,{},0.10017069975222989,0,2026-05-06T18:28:16.200801
206,TX-509889,1448.7,Uber,2026-05-06T19:10:16.200801,{},0.17667855862655352,0,2026-05-06T19:10:16.200801
207,TX-248845,14786.54,Electronics Store,2026-05-06T19:48:16.200801,{},0.26450831372403244,0,2026-05-06T19:48:16.200801
208,TX-787433,8513.57,Electronics Store,2026-05-07T10:38:16.200801,{},0.037752064830150873,0,2026-05-07T10:38:16.200801
209,TX-286333,4838.36,Flipkart,2026-05-07T05:08:16.200801,{},0.10613820425963866,0,2026-05-07T05:08:16.200801
210,TX-765599,7624.54,Foreign/Unrecognized,2026-05-07T07:25:16.200801,{},0.5889700679666612,1,2026-05-07T07:25:16.200801
211,TX-900941,3452.25,Electronics Store,2026-05-06T14:57:16.200801,{},0.2631244196404024,0,2026-05-06T14:57:16.200801
212,TX-731599,9508.27,Uber,2026-05-07T01:11:16.200801,{},0.04206594251456868,0,2026-05-07T01:11:16.200801
213,TX-526958,12203.54,Flipkart,2026-05-06T18:34:16.200801,{},0.0425232361356068,0,2026-05-06T18:34:16.200801
214,TX-690309,4794.95,Foreign/Unrecognized,2026-05-06T23:41:16.200801,{},0.2548499211838251,0,2026-05-06T23:41:16.200801
215,TX-671399,11134.72,Electronics Store,2026-05-06T19:58:16.200801,{},0.26848050485605346,0,2026-05-06T19:58:16.200801
216,TX-257463,3528.75,Amazon,2026-05-06T17:53:16.200801,{},0.12320216337990775,0,2026-05-06T17:53:16.200801
217,TX-665416,6497.05,Local Grocery,2026-05-07T01:12:16.200801,{},0.28043708575090126,0,2026-05-07T01:12:16.200801
